num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,flight_period
1,Internet,RoundTrip,60,42,4,Sat,DELSYD,India,Yes,Yes,No,8.58,No,Night
2,Internet,RoundTrip,31,24,8,Thu,DELSYD,Australia,No,No,Yes,8.58,No,Morning
1,Internet,RoundTrip,85,47,10,Mon,DELSYD,Australia,No,No,Yes,8.58,No,Morning
1,Internet,RoundTrip,39,23,2,Mon,DELSYD,Australia,Yes,Yes,Yes,8.58,No,Night
2,Mobile,RoundTrip,176,163,12,Sun,DELSYD,Australia,Yes,No,Yes,8.58,No,Afternoon
1,Internet,RoundTrip,66,18,11,Fri,DELSYD,Australia,Yes,No,Yes,8.58,No,Morning
1,Mobile,RoundTrip,46,23,21,Sat,DELSYD,Australia,No,No,No,8.58,No,Night
1,Internet,RoundTrip,35,90,2,Mon,DELSYD,Australia,Yes,Yes,Yes,8.58,No,Night
2,Internet,RoundTrip,67,21,16,Mon,DELSYD,India,Yes,No,Yes,8.58,No,Afternoon
1,Internet,RoundTrip,30,19,0,Fri,DELSYD,Australia,Yes,No,Yes,8.58,No,Night
2,Internet,RoundTrip,255,17,11,Sun,DELSYD,India,No,No,No,8.58,No,Morning
3,Mobile,RoundTrip,270,41,22,Fri,DELSYD,Australia,Yes,Yes,No,8.58,No,Night
5,Internet,RoundTrip,186,29,9,Wed,DELSYD,Australia,No,No,No,8.58,No,Morning
5,Internet,RoundTrip,204,26,2,Sat,DELSYD,Australia,Yes,Yes,Yes,8.58,No,Night
1,Internet,RoundTrip,80,19,9,Thu,DELSYD,Australia,Yes,Yes,Yes,8.58,No,Morning
1,Internet,RoundTrip,25,207,9,Wed,DELSYD,Australia,No,No,Yes,8.58,No,Morning
1,Internet,RoundTrip,66,20,7,Wed,DELSYD,Australia,No,No,No,8.58,No,Morning
4,Mobile,RoundTrip,35,49,10,Wed,DELSYD,Australia,Yes,Yes,No,8.58,No,Morning
2,Mobile,RoundTrip,47,77,3,Tue,DELSYD,Australia,Yes,Yes,Yes,8.58,No,Night
2,Internet,RoundTrip,51,39,4,Mon,DELSYD,Australia,Yes,Yes,Yes,8.58,No,Night
1,Internet,RoundTrip,205,19,9,Mon,DELSYD,Australia,No,No,No,8.58,No,Morning
1,Internet,RoundTrip,79,34,3,Sat,DELSYD,Australia,Yes,No,No,8.58,No,Night
2,Internet,RoundTrip,182,90,7,Sun,DELSYD,Australia,Yes,No,No,8.58,No,Morning
1,Internet,RoundTrip,35,21,10,Sun,DELSYD,Australia,Yes,Yes,Yes,8.58,No,Morning
2,Internet,RoundTrip,285,28,2,Wed,DELSYD,Australia,No,No,No,8.58,No,Night
1,Internet,RoundTrip,15,350,2,Tue,DELSYD,Australia,Yes,No,Yes,8.58,No,Night
1,Internet,RoundTrip,19,21,22,Wed,DELSYD,Australia,Yes,No,No,8.58,No,Night
2,Internet,RoundTrip,95,18,2,Thu,DELSYD,Australia,Yes,Yes,Yes,8.58,No,Night
1,Internet,RoundTrip,58,24,9,Wed,DELSYD,Australia,No,No,Yes,8.58,No,Morning
4,Internet,RoundTrip,99,19,5,Thu,DELSYD,India,Yes,No,Yes,8.58,No,Morning
1,Internet,RoundTrip,149,27,15,Sat,DELSYD,Australia,Yes,No,Yes,8.58,No,Afternoon
1,Internet,RoundTrip,111,29,20,Mon,DELSYD,Australia,Yes,No,No,8.58,No,Evening
2,Mobile,RoundTrip,137,28,3,Mon,DELSYD,India,Yes,Yes,Yes,8.58,No,Night
1,Mobile,RoundTrip,213,39,13,Sun,DELSYD,Australia,No,No,No,8.58,No,Afternoon
1,Internet,RoundTrip,73,18,5,Sun,DELSYD,Australia,Yes,No,No,8.58,No,Morning
1,Internet,RoundTrip,93,27,7,Sat,DELSYD,India,No,No,No,8.58,No,Morning
1,Internet,RoundTrip,199,28,17,Tue,DELSYD,India,Yes,Yes,Yes,8.58,No,Evening
1,Internet,RoundTrip,115,23,9,Fri,DELSYD,Australia,Yes,No,Yes,8.58,No,Morning
1,Internet,RoundTrip,2,28,4,Wed,DELSYD,Australia,Yes,Yes,Yes,8.58,No,Night
1,Internet,RoundTrip,187,20,11,Wed,DELSYD,Australia,No,No,Yes,8.58,No,Morning
4,Internet,RoundTrip,81,21,23,Sat,DELSYD,Australia,Yes,Yes,Yes,8.58,No,Night
2,Internet,RoundTrip,381,17,5,Mon,DELSYD,Australia,No,No,Yes,8.58,No,Morning
2,Internet,RoundTrip,49,23,8,Fri,DELSYD,India,No,Yes,Yes,8.58,No,Morning
3,Internet,RoundTrip,38,21,12,Sun,DELSYD,Australia,Yes,Yes,Yes,8.58,No,Afternoon
1,Internet,RoundTrip,90,30,11,Tue,DELSYD,Australia,Yes,No,No,8.58,No,Morning
1,Internet,RoundTrip,128,17,12,Tue,DELSYD,Australia,Yes,Yes,Yes,8.58,No,Afternoon
1,Internet,RoundTrip,81,69,12,Sun,DELSYD,Australia,Yes,No,Yes,8.58,No,Afternoon
2,Internet,RoundTrip,43,174,12,Tue,DELSYD,Australia,Yes,No,No,8.58,No,Afternoon
1,Internet,RoundTrip,1,41,5,Tue,DELSYD,India,Yes,No,Yes,8.58,No,Morning
1,Internet,RoundTrip,183,28,0,Thu,DELSYD,Australia,No,No,No,8.58,No,Night
2,Internet,RoundTrip,46,19,12,Sat,DELSYD,India,Yes,No,No,8.58,No,Afternoon
1,Internet,RoundTrip,27,89,9,Thu,DELSYD,India,Yes,No,Yes,8.58,No,Morning
2,Internet,RoundTrip,339,21,15,Tue,DELSYD,India,Yes,Yes,No,8.58,No,Afternoon
2,Mobile,RoundTrip,270,25,16,Sat,DELSYD,India,Yes,No,No,8.58,No,Afternoon
1,Internet,RoundTrip,26,19,5,Fri,DELSYD,Australia,No,Yes,No,8.58,No,Morning
1,Internet,RoundTrip,3,142,8,Tue,DELSZX,Hong Kong,Yes,No,No,5.52,No,Morning
2,Internet,RoundTrip,18,36,13,Sat,DMKHGH,China,Yes,Yes,Yes,5.07,Yes,Afternoon
1,Mobile,RoundTrip,145,19,14,Fri,DMKHND,Japan,No,No,No,7.57,No,Afternoon
2,Internet,RoundTrip,117,25,13,Fri,DMKHND,Australia,No,No,No,7.57,No,Afternoon
5,Internet,RoundTrip,352,42,19,Sun,DMKHND,Thailand,Yes,No,No,7.57,No,Evening
2,Internet,RoundTrip,18,17,8,Fri,DMKHND,Japan,No,No,No,7.57,No,Morning
1,Internet,RoundTrip,32,17,17,Sat,DMKHND,Japan,Yes,No,Yes,7.57,No,Evening
1,Internet,RoundTrip,24,25,7,Thu,DMKHND,Japan,No,No,No,7.57,No,Morning
1,Internet,RoundTrip,133,217,6,Wed,DMKHND,Thailand,Yes,No,No,7.57,Yes,Morning
1,Internet,RoundTrip,2,1,10,Thu,DMKHND,Thailand,No,Yes,Yes,7.57,No,Morning
2,Internet,RoundTrip,19,1,16,Thu,DMKHND,Thailand,Yes,Yes,No,7.57,Yes,Afternoon
1,Internet,RoundTrip,59,30,5,Fri,DMKHND,Japan,No,No,Yes,7.57,No,Morning
1,Internet,RoundTrip,15,46,19,Mon,DMKHND,Croatia,No,No,No,7.57,No,Evening
1,Mobile,RoundTrip,26,46,4,Wed,DMKHND,Japan,Yes,No,No,7.57,No,Night
1,Internet,RoundTrip,11,1,6,Mon,DMKHND,Thailand,No,Yes,No,7.57,Yes,Morning
1,Internet,RoundTrip,126,92,10,Thu,DMKHND,Japan,No,No,No,7.57,No,Morning
1,Internet,RoundTrip,21,21,16,Wed,DMKHND,Canada,Yes,Yes,Yes,7.57,No,Afternoon
1,Internet,RoundTrip,36,29,7,Mon,DMKHND,Japan,Yes,No,Yes,7.57,No,Morning
1,Internet,RoundTrip,36,27,7,Mon,DMKHND,Japan,Yes,Yes,Yes,7.57,No,Morning
1,Mobile,RoundTrip,81,38,9,Mon,DMKHND,Japan,Yes,No,No,7.57,No,Morning
1,Internet,RoundTrip,92,17,9,Wed,DMKICN,South Korea,Yes,No,Yes,6.62,No,Morning
1,Mobile,RoundTrip,28,1,21,Wed,DMKICN,Thailand,Yes,No,No,6.62,No,Night
1,Internet,RoundTrip,97,20,13,Thu,DMKICN,South Korea,No,Yes,No,6.62,No,Afternoon
1,Internet,RoundTrip,0,31,13,Thu,DMKICN,Thailand,Yes,No,No,6.62,No,Afternoon
1,Internet,RoundTrip,2,25,5,Thu,DMKICN,South Korea,Yes,No,No,6.62,No,Morning
1,Internet,RoundTrip,2,1,10,Thu,DMKICN,Thailand,Yes,No,No,6.62,No,Morning
4,Mobile,RoundTrip,8,91,9,Wed,DMKICN,Thailand,Yes,Yes,No,6.62,Yes,Morning
1,Internet,RoundTrip,3,36,12,Wed,DMKICN,South Korea,Yes,No,Yes,6.62,No,Afternoon
1,Internet,RoundTrip,8,23,1,Fri,DMKICN,Canada,No,No,No,6.62,No,Night
5,Internet,RoundTrip,4,1,13,Sun,DMKICN,Thailand,Yes,No,No,6.62,No,Afternoon
1,Internet,RoundTrip,41,30,7,Fri,DMKICN,South Korea,No,No,No,6.62,No,Morning
1,Internet,RoundTrip,128,20,9,Sun,DMKICN,South Korea,No,No,No,6.62,No,Morning
2,Internet,RoundTrip,0,27,1,Wed,DMKICN,Thailand,No,No,No,6.62,No,Night
1,Internet,RoundTrip,6,1,11,Fri,DMKICN,Singapore,No,No,No,6.62,No,Morning
3,Internet,RoundTrip,1,1,11,Thu,DMKICN,Thailand,Yes,No,No,6.62,No,Morning
1,Internet,RoundTrip,17,24,6,Fri,DMKICN,Thailand,Yes,No,No,6.62,No,Morning
1,Internet,RoundTrip,242,31,9,Fri,DMKICN,South Korea,Yes,No,No,6.62,No,Morning
1,Mobile,RoundTrip,0,1,3,Tue,DMKICN,Thailand,Yes,No,No,6.62,No,Night
1,Internet,RoundTrip,9,34,8,Wed,DMKICN,Thailand,Yes,No,No,6.62,No,Morning
1,Internet,RoundTrip,1,20,15,Wed,DMKICN,South Korea,No,No,No,6.62,No,Afternoon
1,Mobile,RoundTrip,3,1,19,Sat,DMKICN,Thailand,Yes,No,No,6.62,No,Evening
2,Internet,RoundTrip,24,77,14,Sat,DMKICN,Thailand,Yes,Yes,Yes,6.62,No,Afternoon
1,Mobile,RoundTrip,2,20,13,Wed,DMKICN,South Korea,No,No,No,6.62,No,Afternoon
1,Internet,RoundTrip,7,1,12,Tue,DMKICN,Thailand,Yes,No,Yes,6.62,No,Afternoon
1,Internet,RoundTrip,20,86,4,Sat,DMKICN,Thailand,Yes,No,No,6.62,No,Night
1,Internet,RoundTrip,1,37,7,Tue,DMKICN,Thailand,Yes,No,No,6.62,No,Morning
2,Internet,RoundTrip,12,32,2,Wed,DMKICN,Thailand,Yes,No,Yes,6.62,No,Night
3,Internet,RoundTrip,11,63,4,Fri,DMKIKA,Thailand,Yes,No,Yes,8.15,No,Night
1,Mobile,RoundTrip,17,30,5,Sat,DMKIKA,Thailand,No,No,No,8.15,No,Morning
1,Mobile,RoundTrip,22,28,9,Sat,DMKIKA,Australia,Yes,Yes,No,8.15,No,Morning
1,Internet,RoundTrip,3,36,9,Wed,DMKIKA,Thailand,Yes,No,No,8.15,No,Morning
1,Mobile,RoundTrip,6,18,11,Thu,DMKIKA,Thailand,Yes,No,No,8.15,No,Morning
1,Internet,RoundTrip,22,17,4,Wed,DMKIKA,Thailand,No,No,Yes,8.15,No,Night
1,Internet,RoundTrip,35,17,5,Thu,DMKIKA,Thailand,Yes,No,No,8.15,No,Morning
3,Internet,RoundTrip,320,18,13,Tue,DMKIKA,Thailand,Yes,No,Yes,8.15,No,Afternoon
1,Internet,RoundTrip,19,26,17,Thu,DMKIKA,Thailand,Yes,No,No,8.15,No,Evening
1,Internet,RoundTrip,34,18,20,Mon,DMKIKA,Iran,Yes,Yes,Yes,8.15,No,Evening
1,Internet,RoundTrip,132,20,18,Fri,DMKIKA,Hong Kong,No,No,No,8.15,No,Evening
2,Internet,RoundTrip,297,39,13,Thu,DMKIKA,Switzerland,No,No,No,8.15,No,Afternoon
1,Internet,RoundTrip,249,21,14,Wed,DMKIKA,Thailand,Yes,No,Yes,8.15,No,Afternoon
1,Internet,RoundTrip,66,21,8,Thu,DMKIKA,Thailand,No,No,No,8.15,No,Morning
1,Internet,RoundTrip,6,74,4,Wed,DMKKIX,Thailand,No,No,No,7,Yes,Night
1,Internet,RoundTrip,37,82,14,Sat,DMKKIX,Thailand,Yes,No,No,7,No,Afternoon
1,Internet,RoundTrip,43,22,8,Mon,DMKKIX,Thailand,Yes,No,No,7,No,Morning
1,Mobile,RoundTrip,34,25,3,Sat,DMKKIX,Japan,No,No,No,7,No,Night
1,Internet,RoundTrip,172,26,9,Tue,DMKKIX,Japan,Yes,No,No,7,No,Morning
1,Internet,RoundTrip,3,20,6,Mon,DMKKIX,Japan,No,Yes,No,7,No,Morning
1,Internet,OneWay,16,1,19,Tue,DMKKIX,Vietnam,No,No,No,7,No,Evening
1,Internet,RoundTrip,134,23,0,Sun,DMKKIX,Thailand,Yes,No,No,7,No,Night
1,Internet,RoundTrip,256,37,15,Sat,DMKKIX,Thailand,Yes,Yes,Yes,7,No,Afternoon
2,Internet,RoundTrip,0,1,3,Sat,DMKKIX,Thailand,No,No,No,7,No,Night
1,Internet,RoundTrip,4,244,11,Fri,DMKKIX,Thailand,Yes,Yes,No,7,Yes,Morning
1,Internet,RoundTrip,225,1,16,Mon,DMKKIX,Japan,No,No,Yes,7,No,Afternoon
2,Internet,RoundTrip,49,136,8,Wed,DMKKIX,Thailand,Yes,Yes,Yes,7,No,Morning
1,Internet,RoundTrip,63,126,8,Fri,DMKKIX,Japan,Yes,Yes,Yes,7,No,Morning
1,Internet,RoundTrip,184,66,16,Tue,DMKKIX,Japan,No,No,No,7,No,Afternoon
1,Internet,RoundTrip,323,28,11,Thu,DMKKIX,Japan,No,No,No,7,No,Morning
1,Mobile,RoundTrip,69,238,15,Wed,DMKKIX,Myanmar (Burma),No,No,No,7,No,Afternoon
1,Internet,RoundTrip,0,1,1,Wed,DMKKIX,Thailand,Yes,No,No,7,Yes,Night
1,Internet,RoundTrip,57,42,11,Tue,DMKKIX,Japan,Yes,No,No,7,No,Morning
1,Internet,RoundTrip,26,26,6,Fri,DMKKIX,Japan,Yes,No,Yes,7,No,Morning
2,Mobile,RoundTrip,38,35,18,Fri,DMKKIX,Japan,No,Yes,No,7,No,Evening
1,Internet,RoundTrip,358,29,3,Tue,DMKKIX,Japan,No,No,No,7,No,Night
1,Internet,RoundTrip,65,38,4,Tue,DMKKIX,Japan,Yes,No,No,7,No,Night
1,Mobile,RoundTrip,128,19,20,Thu,DMKKIX,Thailand,No,No,Yes,7,No,Evening
1,Internet,RoundTrip,82,129,12,Thu,DMKKIX,Thailand,Yes,Yes,Yes,7,No,Afternoon
1,Internet,RoundTrip,17,42,11,Sun,DMKKIX,Thailand,Yes,Yes,Yes,7,No,Morning
1,Mobile,RoundTrip,68,21,5,Fri,DMKKIX,Thailand,Yes,Yes,Yes,7,No,Morning
1,Internet,RoundTrip,24,1,5,Wed,DMKKIX,Japan,Yes,No,No,7,No,Morning
1,Internet,RoundTrip,227,21,16,Sun,DMKKIX,Japan,Yes,No,No,7,No,Afternoon
1,Mobile,RoundTrip,16,20,17,Mon,DMKKIX,United States,Yes,Yes,No,7,No,Evening
1,Mobile,RoundTrip,28,56,23,Tue,DMKKIX,Japan,Yes,No,Yes,7,No,Night
1,Internet,RoundTrip,26,79,1,Tue,DMKKIX,Cambodia,No,Yes,No,7,No,Night
1,Internet,RoundTrip,17,23,19,Sun,DMKKIX,Japan,No,No,No,7,No,Evening
1,Internet,RoundTrip,72,17,12,Tue,DMKKIX,Japan,No,No,No,7,No,Afternoon
1,Internet,RoundTrip,3,17,2,Fri,DMKKIX,Japan,Yes,No,No,7,No,Night
1,Internet,RoundTrip,43,104,19,Mon,DMKKIX,Japan,Yes,No,No,7,No,Evening
1,Internet,RoundTrip,9,361,8,Thu,DMKKIX,Thailand,Yes,Yes,Yes,7,No,Morning
1,Internet,RoundTrip,46,29,23,Sun,DMKKTM,United States,Yes,No,No,4.75,Yes,Night
1,Internet,RoundTrip,12,41,11,Wed,DMKKTM,Thailand,Yes,No,No,4.75,No,Morning
1,Internet,RoundTrip,423,28,17,Sat,DMKKTM,Thailand,No,No,No,4.75,No,Evening
2,Internet,RoundTrip,16,25,19,Sun,DMKKTM,Norway,No,No,No,4.75,No,Evening
2,Internet,RoundTrip,154,18,17,Mon,DMKKTM,United States,Yes,Yes,No,4.75,No,Evening
1,Internet,RoundTrip,28,29,0,Tue,DMKKTM,Japan,Yes,No,No,4.75,No,Night
1,Internet,RoundTrip,68,24,9,Thu,DMKKTM,Nepal,No,No,No,4.75,No,Morning
1,Internet,RoundTrip,69,22,13,Sun,DMKKTM,Thailand,Yes,No,No,4.75,No,Afternoon
1,Internet,RoundTrip,30,30,2,Fri,DMKMEL,Australia,No,No,No,8.83,No,Night
1,Internet,RoundTrip,291,29,9,Mon,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Morning
2,Internet,RoundTrip,68,28,12,Wed,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Afternoon
1,Internet,RoundTrip,31,42,5,Sat,DMKMEL,Australia,No,No,No,8.83,No,Morning
1,Internet,RoundTrip,2,68,9,Tue,DMKMEL,Australia,Yes,No,No,8.83,No,Morning
1,Internet,RoundTrip,31,57,16,Fri,DMKMEL,Australia,No,No,Yes,8.83,No,Afternoon
1,Internet,RoundTrip,13,90,9,Sat,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Morning
1,Internet,RoundTrip,76,22,8,Wed,DMKMEL,Australia,Yes,No,No,8.83,No,Morning
1,Mobile,RoundTrip,83,66,12,Thu,DMKMEL,Australia,Yes,No,No,8.83,No,Afternoon
2,Internet,RoundTrip,20,23,11,Wed,DMKMEL,Australia,Yes,No,Yes,8.83,No,Morning
1,Internet,RoundTrip,262,17,2,Mon,DMKMEL,Thailand,Yes,Yes,No,8.83,No,Night
1,Internet,RoundTrip,7,26,19,Sun,DMKMEL,Australia,Yes,No,Yes,8.83,No,Evening
1,Internet,RoundTrip,17,22,12,Wed,DMKMEL,Australia,Yes,Yes,No,8.83,No,Afternoon
1,Internet,RoundTrip,49,26,9,Tue,DMKMEL,Australia,No,No,Yes,8.83,No,Morning
1,Internet,RoundTrip,26,36,12,Wed,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Afternoon
1,Internet,RoundTrip,84,22,4,Sun,DMKMEL,Australia,Yes,No,No,8.83,No,Night
1,Internet,RoundTrip,43,118,2,Sat,DMKMEL,Australia,Yes,No,No,8.83,No,Night
1,Internet,RoundTrip,9,180,6,Fri,DMKMEL,Australia,Yes,No,Yes,8.83,No,Morning
1,Internet,RoundTrip,7,32,15,Thu,DMKMEL,Australia,Yes,No,Yes,8.83,No,Afternoon
1,Internet,RoundTrip,144,18,11,Wed,DMKMEL,Australia,Yes,No,No,8.83,No,Morning
1,Internet,RoundTrip,39,32,1,Sat,DMKMEL,Australia,No,No,No,8.83,No,Night
1,Internet,RoundTrip,42,32,6,Fri,DMKMEL,Australia,Yes,No,No,8.83,No,Morning
1,Internet,RoundTrip,0,21,14,Thu,DMKMEL,Australia,No,Yes,No,8.83,No,Afternoon
2,Internet,RoundTrip,154,17,0,Wed,DMKMEL,New Zealand,No,No,No,8.83,No,Night
1,Internet,RoundTrip,2,25,10,Sat,DMKMEL,Australia,Yes,No,Yes,8.83,No,Morning
3,Internet,RoundTrip,71,45,11,Mon,DMKMEL,Australia,Yes,No,No,8.83,No,Morning
1,Internet,RoundTrip,88,31,12,Tue,DMKMEL,Thailand,No,No,No,8.83,No,Afternoon
1,Internet,RoundTrip,70,20,4,Wed,DMKMEL,Australia,No,Yes,No,8.83,No,Night
1,Internet,RoundTrip,37,89,0,Tue,DMKMEL,Australia,Yes,No,Yes,8.83,No,Night
1,Internet,RoundTrip,46,21,20,Sun,DMKMEL,Australia,No,No,No,8.83,No,Evening
1,Internet,RoundTrip,11,32,5,Tue,DMKMEL,Australia,No,No,No,8.83,No,Morning
2,Internet,RoundTrip,36,26,1,Thu,DMKMEL,Australia,Yes,Yes,No,8.83,No,Night
1,Internet,RoundTrip,218,17,6,Thu,DMKMEL,Australia,No,No,No,8.83,No,Morning
1,Internet,RoundTrip,152,19,1,Sun,DMKMEL,Australia,No,No,No,8.83,No,Night
1,Internet,RoundTrip,7,67,7,Mon,DMKMEL,New Zealand,Yes,Yes,Yes,8.83,No,Morning
1,Internet,RoundTrip,296,23,2,Mon,DMKMEL,Australia,No,No,No,8.83,No,Night
1,Internet,RoundTrip,58,28,15,Fri,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Afternoon
1,Internet,RoundTrip,181,19,3,Wed,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Night
1,Internet,RoundTrip,49,161,10,Wed,DMKMEL,Germany,Yes,Yes,Yes,8.83,No,Morning
1,Internet,RoundTrip,10,87,9,Mon,DMKMEL,Australia,Yes,No,No,8.83,Yes,Morning
1,Internet,RoundTrip,10,30,9,Tue,DMKMEL,Australia,Yes,No,No,8.83,No,Morning
2,Internet,RoundTrip,62,18,10,Wed,DMKMEL,Australia,Yes,No,Yes,8.83,No,Morning
1,Internet,RoundTrip,33,22,2,Wed,DMKMEL,Australia,No,No,No,8.83,No,Night
2,Internet,RoundTrip,158,22,3,Fri,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Night
2,Mobile,RoundTrip,138,27,3,Fri,DMKMEL,Thailand,No,No,No,8.83,No,Night
1,Internet,RoundTrip,27,52,3,Wed,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Night
1,Mobile,RoundTrip,91,17,14,Thu,DMKMEL,Australia,No,No,No,8.83,No,Afternoon
2,Internet,RoundTrip,35,32,4,Fri,DMKMEL,Australia,Yes,No,No,8.83,No,Night
1,Internet,RoundTrip,117,17,5,Sun,DMKMEL,Thailand,Yes,No,No,8.83,No,Morning
1,Internet,RoundTrip,67,22,4,Fri,DMKMEL,Australia,Yes,Yes,No,8.83,No,Night
1,Internet,RoundTrip,129,20,13,Wed,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Afternoon
2,Internet,RoundTrip,287,21,15,Tue,DMKMEL,Thailand,Yes,Yes,Yes,8.83,No,Afternoon
1,Internet,RoundTrip,83,20,1,Fri,DMKMEL,Australia,Yes,No,No,8.83,No,Night
1,Internet,RoundTrip,90,25,2,Thu,DMKMEL,Australia,No,No,No,8.83,No,Night
1,Internet,RoundTrip,10,22,9,Tue,DMKMEL,Australia,Yes,No,No,8.83,No,Morning
2,Internet,RoundTrip,79,17,13,Tue,DMKMEL,Australia,Yes,No,No,8.83,No,Afternoon
1,Internet,RoundTrip,113,22,16,Sat,DMKMEL,Australia,Yes,No,No,8.83,Yes,Afternoon
1,Internet,RoundTrip,35,84,9,Tue,DMKMEL,Indonesia,Yes,Yes,Yes,8.83,No,Morning
1,Internet,RoundTrip,24,21,3,Thu,DMKMEL,Australia,Yes,No,Yes,8.83,No,Night
1,Internet,RoundTrip,2,87,2,Sun,DMKMEL,Australia,Yes,Yes,No,8.83,No,Night
1,Internet,RoundTrip,25,20,9,Thu,DMKMEL,Australia,No,No,Yes,8.83,No,Morning
3,Internet,RoundTrip,148,21,6,Tue,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Morning
1,Internet,RoundTrip,22,27,13,Sun,DMKMEL,Australia,Yes,No,No,8.83,No,Afternoon
1,Internet,RoundTrip,6,17,2,Tue,DMKMEL,Australia,No,No,Yes,8.83,No,Night
1,Internet,RoundTrip,68,29,0,Sun,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Night
1,Internet,RoundTrip,15,27,7,Mon,DMKMEL,United States,No,No,No,8.83,No,Morning
1,Internet,RoundTrip,123,24,16,Tue,DMKMEL,Australia,No,No,No,8.83,No,Afternoon
1,Mobile,RoundTrip,19,30,1,Thu,DMKMEL,Australia,No,No,No,8.83,No,Night
1,Internet,RoundTrip,31,17,13,Fri,DMKMEL,Australia,Yes,Yes,No,8.83,No,Afternoon
1,Internet,RoundTrip,28,180,10,Wed,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Morning
1,Internet,RoundTrip,5,88,2,Sat,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Night
1,Internet,RoundTrip,72,19,3,Mon,DMKMEL,Australia,No,No,No,8.83,No,Night
2,Internet,RoundTrip,36,17,14,Fri,DMKMEL,Australia,Yes,No,Yes,8.83,No,Afternoon
1,Internet,RoundTrip,126,17,7,Wed,DMKMEL,Australia,Yes,No,No,8.83,No,Morning
1,Internet,RoundTrip,46,29,11,Wed,DMKMEL,Australia,Yes,No,No,8.83,No,Morning
2,Internet,RoundTrip,21,56,8,Sun,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Morning
2,Internet,RoundTrip,150,57,4,Tue,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Night
1,Mobile,RoundTrip,68,33,5,Wed,DMKMEL,Australia,Yes,No,No,8.83,No,Morning
1,Internet,RoundTrip,62,28,3,Fri,DMKMEL,Australia,Yes,No,No,8.83,No,Night
1,Internet,RoundTrip,218,28,4,Tue,DMKMEL,Australia,Yes,No,Yes,8.83,No,Night
1,Internet,RoundTrip,0,21,3,Sun,DMKMEL,Australia,No,No,No,8.83,No,Night
1,Internet,RoundTrip,113,22,12,Mon,DMKMEL,Australia,Yes,No,Yes,8.83,No,Afternoon
1,Internet,RoundTrip,249,22,15,Thu,DMKMEL,Australia,Yes,No,Yes,8.83,No,Afternoon
1,Internet,RoundTrip,19,24,21,Wed,DMKMEL,Australia,No,No,Yes,8.83,No,Night
1,Internet,RoundTrip,121,26,0,Sat,DMKMEL,Thailand,Yes,Yes,No,8.83,Yes,Night
1,Mobile,RoundTrip,2,17,1,Sat,DMKMEL,Australia,Yes,No,Yes,8.83,No,Night
2,Internet,RoundTrip,140,42,7,Tue,DMKMEL,Australia,Yes,Yes,No,8.83,No,Morning
1,Internet,RoundTrip,0,83,8,Tue,DMKMEL,Thailand,Yes,Yes,Yes,8.83,No,Morning
1,Internet,RoundTrip,46,22,11,Tue,DMKMEL,Australia,Yes,No,No,8.83,No,Morning
2,Internet,RoundTrip,37,19,15,Sun,DMKMEL,Thailand,Yes,Yes,Yes,8.83,Yes,Afternoon
2,Mobile,RoundTrip,111,32,2,Wed,DMKMEL,Australia,Yes,Yes,Yes,8.83,No,Night
1,Internet,RoundTrip,73,42,10,Mon,DMKMEL,Australia,Yes,No,No,8.83,No,Morning
3,Internet,RoundTrip,370,19,1,Mon,DMKMEL,Australia,Yes,Yes,No,8.83,No,Night
5,Internet,RoundTrip,228,17,11,Fri,DMKMEL,Australia,Yes,No,No,8.83,No,Morning
2,Internet,RoundTrip,114,20,7,Tue,DMKMEL,Australia,Yes,No,Yes,8.83,No,Morning
1,Internet,RoundTrip,39,23,14,Fri,DMKMEL,Thailand,Yes,No,Yes,8.83,No,Afternoon
1,Internet,RoundTrip,39,20,8,Fri,DMKMEL,Australia,No,No,No,8.83,No,Morning
1,Internet,RoundTrip,39,17,15,Mon,DMKMEL,Australia,No,Yes,Yes,8.83,No,Afternoon
2,Internet,RoundTrip,68,23,10,Thu,DMKMEL,Australia,No,Yes,Yes,8.83,No,Morning
1,Internet,RoundTrip,18,18,2,Tue,DMKMEL,Australia,No,No,No,8.83,No,Night
1,Internet,RoundTrip,79,30,12,Wed,DMKMEL,Australia,Yes,No,No,8.83,No,Afternoon
1,Internet,RoundTrip,91,31,7,Thu,DMKMEL,Australia,Yes,No,Yes,8.83,No,Morning
